%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=211506, 2015/08/22 12:58:0.30)
26 651  1.645087111898123666e+01 0 0 1.357839e+00 4.795458e-01 1.070322e+00 1.690098e-01 1.741185e+00 6.992339e-01 1.603346e+00 3.636476e-01 2.660536e+00 
27 676  9.581277515085448115e+00 0 0 5.378378e-01 8.096254e-01 9.582527e-01 3.129608e-01 1.512853e+00 1.198404e+00 1.247108e+00 3.087542e-01 1.988707e+00 
28 701  1.458504717716764887e+01 0 0 4.723023e-01 5.031204e-01 1.153801e+00 2.953715e-01 1.183321e+00 6.915604e-01 1.124150e+00 2.754387e-01 2.538166e+00 
29 726  4.657719953887831110e+01 0 0 1.526093e+00 4.978893e-01 1.026975e+00 1.515984e-01 1.471914e+00 1.157092e+00 1.328046e+00 2.415364e-01 2.252432e+00 
30 751  3.923819181590371130e+01 0 0 1.129226e+00 4.368101e-01 1.444300e+00 3.589029e-01 1.198360e+00 8.474716e-01 1.807821e+00 1.993919e-01 2.909563e+00 
31 776  9.810342024312410203e+00 0 0 5.507478e-01 9.062811e-01 1.066408e+00 4.393157e-01 1.453340e+00 1.151993e+00 1.669168e+00 2.630842e-01 2.867597e+00 
32 801  4.108606915532895698e+01 0 0 1.134486e+00 5.120004e-01 1.202898e+00 1.869856e-01 1.436889e+00 9.267443e-01 1.779149e+00 2.759865e-01 2.616409e+00 
33 826  8.318806775927686914e+00 0 0 1.560953e+00 3.534064e-01 7.899550e-01 3.936359e-01 1.359656e+00 1.104837e+00 1.915991e+00 1.368622e-01 2.959279e+00 
34 851  1.449615509325861495e+01 0 0 9.198213e-01 8.182873e-01 1.085110e+00 4.484468e-01 1.421021e+00 1.151157e+00 1.860215e+00 1.285397e-01 2.125318e+00 
35 876  1.624235942933339416e+01 0 0 1.019417e+00 5.847184e-01 1.417355e+00 1.657968e-01 1.320222e+00 1.003366e+00 1.515976e+00 3.085296e-01 1.964438e+00 
